X,Y
746,612
747,612
748,612
749,612
750,612
752,612
753,612
755,612
756,612
758,612
759,612
760,612
761,612
762,612
763,612
765,612
766,612
768,613
769,613
771,613
772,613
773,613
775,613
776,613
777,613
778,613
779,613
780,613
781,613
782,613
783,613
784,613
785,613
786,613
787,613
788,612
789,612
790,612
791,612
792,612
793,612
794,612
795,612
796,612
797,612
798,612
799,612
800,612
800,613
801,613
802,613
803,612
803,611
803,610
804,608
804,607
804,606
805,606
805,605
805,604
806,603
806,602
806,601
806,600
806,599
807,598
807,596
808,596
808,595
809,595
809,594
809,593
809,592
809,590
810,589
810,588
811,587
811,585
811,584
812,583
812,582
812,581
812,580
813,579
813,577
814,577
814,576
814,575
815,574
815,573
815,572
815,571
815,567
816,566
816,565
816,564
816,563
816,562
816,561
816,560
816,559
816,558
816,556
816,555
816,554
816,553
816,552
816,551
816,550
816,549
816,548
816,547
816,546
816,545
816,544
815,543
815,542
815,541
814,540
814,539
814,538
814,537
813,537
813,536
813,535
813,534
813,533
813,532
813,531
813,530
813,529
813,528
813,527
813,526
813,525
813,524
813,523
813,522
813,521
813,520
814,519
814,518
814,517
814,516
814,515
814,514
814,513
814,512
815,512
815,511
815,510
815,509
815,508
815,507
815,506
815,504
815,503
815,502
815,501
815,500
815,499
815,498
815,497
815,496
815,495
815,494
815,492
815,491
815,490
815,489
815,488
815,487
815,486
815,485
815,484
815,483
815,482
815,481
815,480
815,479
816,479
817,479
818,479
819,479
820,479
821,479
822,479
823,479
824,478
825,478
826,478
828,478
829,478
830,478
832,478
833,478
834,478
835,477
836,477
837,477
839,477
840,477
841,477
842,477
843,477
844,477
846,478
847,478
848,478
849,478
850,478
852,478
853,478
854,478
855,478
855,477
856,477
857,477
858,477
859,477
860,477
861,477
862,477
864,477
866,476
867,476
868,476
869,476
869,475
871,475
872,475
873,475
874,474
875,474
876,474
877,474
878,474
879,474
880,474
881,474
882,474
883,474
884,474
885,474
886,474
887,474
888,473
889,473
890,473
891,473
892,473
893,473
894,473
895,473
896,473
897,473
898,473
899,473
900,473
901,473
902,473
903,473
904,473
905,474
906,474
908,474
911,475
913,475
915,475
916,475
917,475
918,475
919,475
920,475
922,475
923,476
924,476
925,476
926,476
927,476
929,476
930,476
932,476
934,477
935,477
936,477
937,477
938,477
940,477
941,477
942,477
943,477
944,477
946,477
947,477
948,477
950,477
952,477
953,477
955,477
956,477
957,477
958,477
960,477
961,477
962,477
963,477
964,477
965,477
966,477
967,477
968,477
969,477
970,477
972,477
973,477
974,478
975,478
976,478
978,478
981,478
982,478
983,478
984,478
985,478
986,478
987,478
988,478
989,478
991,479
992,479
993,479
994,479
996,479
997,479
999,479
1001,478
1002,478
1003,478
1004,478
1005,478
1009,478
1010,478
1011,478
1012,478
1013,478
1014,478
1015,478
1016,478
1017,478
1019,478
1020,478
1021,477
1022,477
1023,477
1024,477
1026,477
1027,477
1028,477
1029,477
1030,477
1031,477
1032,477
1033,476
1034,476
1036,476
1037,476
1040,476
1041,476
1042,476
1042,475
1043,475
1046,475
1047,475
1048,475
1049,475
1051,475
1052,475
1053,475
1054,475
1055,475
1056,475
1057,475
1058,475
1059,475
1060,475
1061,475
1062,475
1063,475
1064,475
1066,475
1067,475
1069,475
1070,475
1070,476
1071,476
1073,477
1073,478
1074,478
1075,478
1076,478
1078,479
1079,479
1080,479
1081,479
1081,480
1082,480
1083,480
1084,480
1085,480
1086,480
1088,481
1089,481
1090,481
1091,481
1092,481
1093,481
1094,481
1096,482
1097,482
1098,482
1098,483
1099,484
1099,485
1099,486
1100,486
1100,487
1100,488
1100,489
1100,490
1100,491
1100,492
1099,492
1098,492
1098,493
1098,494
1098,495
1097,495
1096,495
1095,495
1095,496
1095,497
1095,498
1094,498
1094,499
1093,499
1093,500
1093,501
1092,502
1091,503
1090,503
1090,504
1089,505
1088,506
1087,506
1087,507
